Value,Count,Numeric
"crete, nebraska, united states","4,741",4741
"elma, new york, united states","4,741",4741
"windsor, vermont, united states","4,741",4741
"monte carmelo, minas gerais, brazil","4,740",4740
"howard, ohio, united states","4,739",4739
"silver springs, florida, united states","4,739",4739
"landshut, bayern, germany","4,736",4736
"azilal, béni mellal-khénifra, morocco","4,735",4735
"santa fé do sul, sao paulo, brazil","4,735",4735
"kaithal, haryana, india","4,734",4734
"piedmont, oklahoma, united states","4,734",4734
"waukon, iowa, united states","4,734",4734
"westbrook, connecticut, united states","4,733",4733
"algeciras, andalusia, spain","4,732",4732
"navajo, arizona, united states","4,732",4732
"pompton plains, new jersey, united states","4,732",4732
"crato, ceará, brazil","4,731",4731
"montague, michigan, united states","4,730",4730
"fayetteville, west virginia, united states","4,729",4729
"greenwood, missouri, united states","4,729",4729
"lake city, minnesota, united states","4,729",4729
"barrington, new jersey, united states","4,728",4728
"chorley, lancashire, united kingdom","4,728",4728
"kassel, hessen, germany","4,728",4728
"shepherd, texas, united states","4,727",4727
"sparta, georgia, united states","4,727",4727
"itupeva, sao paulo, brazil","4,726",4726
"avondale, pennsylvania, united states","4,725",4725
"clintonville, wisconsin, united states","4,725",4725
"indian orchard, massachusetts, united states","4,725",4725
"hooper, utah, united states","4,723",4723
"tel aviv district, tel aviv, israel","4,718",4718
"walnut ridge, arkansas, united states","4,718",4718
"bārmer, rajasthan, india","4,714",4714
"grundy, virginia, united states","4,714",4714
"owen sound, ontario, canada","4,714",4714
"tappahannock, virginia, united states","4,714",4714
"saint louis, michigan, united states","4,712",4712
"dhaka, dhaka, bangladesh","4,711",4711
"dunmore, pennsylvania, united states","4,711",4711
"jamison, pennsylvania, united states","4,711",4711
"goodrich, michigan, united states","4,710",4710
"batesburg, south carolina, united states","4,709",4709
"farmersville, california, united states","4,708",4708
"star city, arkansas, united states","4,707",4707
"rainier, oregon, united states","4,706",4706
"bamberg, south carolina, united states","4,705",4705
"grimsby, ontario, canada","4,705",4705
"tunica, mississippi, united states","4,703",4703
"brewerton, new york, united states","4,702",4702
"colonial beach, virginia, united states","4,702",4702
"hartsville, tennessee, united states","4,700",4700
"st clair, alabama, united states","4,700",4700
"irvington, alabama, united states","4,699",4699
"chesaning, michigan, united states","4,697",4697
"freeland, pennsylvania, united states","4,697",4697
"highland springs, virginia, united states","4,697",4697
"jacksonville, oregon, united states","4,697",4697
"calverton, new york, united states","4,695",4695
"south easton, massachusetts, united states","4,695",4695
"centerport, new york, united states","4,694",4694
"rogersville, alabama, united states","4,694",4694
"enfield, north carolina, united states","4,693",4693
"clifton, texas, united states","4,692",4692
"headland, alabama, united states","4,689",4689
"sturtevant, wisconsin, united states","4,689",4689
"caieiras, sao paulo, brazil","4,688",4688
"heflin, alabama, united states","4,688",4688
"quincy, california, united states","4,688",4688
"kane, pennsylvania, united states","4,685",4685
"rimouski, quebec, canada","4,685",4685
"stoneville, north carolina, united states","4,685",4685
"jharsuguda, orissa, india","4,684",4684
"reynoldsville, pennsylvania, united states","4,684",4684
"breese, illinois, united states","4,682",4682
"hicksville, ohio, united states","4,681",4681
"buena vista, colorado, united states","4,678",4678
"steilacoom, washington, united states","4,678",4678
"auburn, michigan, united states","4,677",4677
"pori, satakunta, finland","4,677",4677
"berryville, virginia, united states","4,676",4676
"osage, oklahoma, united states","4,674",4674
"kendrapara, orissa, india","4,673",4673
"telluride, colorado, united states","4,673",4673
"la crescent, minnesota, united states","4,671",4671
"balangir, orissa, india","4,670",4670
"white bluff, tennessee, united states","4,670",4670
"bethel, alaska, united states","4,667",4667
"carey, ohio, united states","4,667",4667
"indian rocks beach, florida, united states","4,665",4665
"steelville, missouri, united states","4,665",4665
"owingsville, kentucky, united states","4,664",4664
"pelham, georgia, united states","4,663",4663
"atkinson, new hampshire, united states","4,662",4662
"bridgeport, ohio, united states","4,660",4660
"wanaque, new jersey, united states","4,660",4660
"guaxupe, minas gerais, brazil","4,658",4658
"watsontown, pennsylvania, united states","4,658",4658
"eight mile, alabama, united states","4,657",4657
"loxley, alabama, united states","4,657",4657
"alcorcon, madrid, spain","4,655",4655
"acampo, california, united states","4,654",4654
"quitman, mississippi, united states","4,654",4654
"bridgewater, virginia, united states","4,653",4653
"lower sackville, nova scotia, canada","4,653",4653
"carrollton, virginia, united states","4,652",4652
"florence, colorado, united states","4,652",4652
"arcanum, ohio, united states","4,650",4650
"campbell, virginia, united states","4,649",4649
"santa cruz do rio pardo, sao paulo, brazil","4,648",4648
"calabash, north carolina, united states","4,647",4647
"lavallette, new jersey, united states","4,646",4646
"saint amant, louisiana, united states","4,645",4645
"sheridan, oregon, united states","4,645",4645
"cooperstown, new york, united states","4,644",4644
"west salem, ohio, united states","4,643",4643
"midland, north carolina, united states","4,642",4642
"cairo, al qahirah, egypt","4,640",4640
"la feria, texas, united states","4,640",4640
"pitea, norrbottens lan, sweden","4,639",4639
"osceola, florida, united states","4,638",4638
"tamworth, staffordshire, united kingdom","4,638",4638
"palos verdes estates, california, united states","4,637",4637
"cherokee, north carolina, united states","4,635",4635
"midway city, california, united states","4,633",4633
"rutherford, tennessee, united states","4,633",4633
"bandon, oregon, united states","4,631",4631
"grand saline, texas, united states","4,629",4629
"meyersdale, pennsylvania, united states","4,629",4629
"norton, ohio, united states","4,628",4628
"poteet, texas, united states","4,628",4628
"tyumen, tyumen', russia","4,626",4626
"meridianville, alabama, united states","4,625",4625
"villa park, california, united states","4,624",4624
"suffolk, suffolk, united kingdom","4,623",4623
"versailles, missouri, united states","4,623",4623
"pilot point, texas, united states","4,622",4622
"colona, illinois, united states","4,621",4621
"hull, georgia, united states","4,621",4621
"tonk, rajasthan, india","4,621",4621
"ingleside, illinois, united states","4,619",4619
"williamstown, kentucky, united states","4,619",4619
"galena park, texas, united states","4,618",4618
"southold, new york, united states","4,618",4618
"woodlake, california, united states","4,618",4618
"new prague, minnesota, united states","4,617",4617
"monticello, iowa, united states","4,616",4616
"paraguaçu paulista, sao paulo, brazil","4,616",4616
"wheatfield, indiana, united states","4,616",4616
"chesterfield, south carolina, united states","4,615",4615
"florence, new jersey, united states","4,615",4615
"pescara, abruzzo, italy","4,615",4615
"manresa, catalonia, spain","4,614",4614
"ossian, indiana, united states","4,614",4614
"saratov, saratov, russia","4,614",4614
"north branch, michigan, united states","4,613",4613
"walton, new york, united states","4,613",4613
"warrenton, oregon, united states","4,610",4610
"estancia velha, rio grande do sul, brazil","4,609",4609
"llano, texas, united states","4,609",4609
"needham heights, massachusetts, united states","4,609",4609
"philippi, west virginia, united states","4,609",4609
"halifax, massachusetts, united states","4,608",4608
"tuba city, arizona, united states","4,608",4608
"winona, mississippi, united states","4,608",4608
"ely, nevada, united states","4,607",4607
"glen ridge, new jersey, united states","4,607",4607
"ligonier, indiana, united states","4,607",4607
"shepherd, michigan, united states","4,607",4607
"clinton, new jersey, united states","4,606",4606
"new boston, michigan, united states","4,606",4606
"chester, illinois, united states","4,605",4605
"somerton, arizona, united states","4,602",4602
"boxborough, massachusetts, united states","4,601",4601
"marlboro village, maryland, united states","4,601",4601
"van alstyne, texas, united states","4,600",4600
"dublin, texas, united states","4,598",4598
"higginsville, missouri, united states","4,597",4597
"orlandia, sao paulo, brazil","4,595",4595
"islamorada, florida, united states","4,594",4594
"hove, brighton and hove, united kingdom","4,593",4593
"hermann, missouri, united states","4,592",4592
"marstons mills, massachusetts, united states","4,592",4592
"canton, connecticut, united states","4,590",4590
"colusa, california, united states","4,590",4590
"troy, north carolina, united states","4,590",4590
"delano, minnesota, united states","4,589",4589
"belford, new jersey, united states","4,587",4587
"grandview, texas, united states","4,584",4584
"omsk, omsk, russia","4,584",4584
"seymour, wisconsin, united states","4,584",4584
"sao bento do sul, santa catarina, brazil","4,583",4583
"stewartsville, new jersey, united states","4,582",4582
"whitsett, north carolina, united states","4,581",4581
"cambria, california, united states","4,580",4580
"leganés, madrid, spain","4,580",4580
"faridkot, punjab, india","4,579",4579
"madisonville, texas, united states","4,578",4578
"water valley, mississippi, united states","4,578",4578
"porvoo, uusimaa, finland","4,576",4576
"osawatomie, kansas, united states","4,574",4574
"nova petrópolis, rio grande do sul, brazil","4,572",4572
"tucumcari, new mexico, united states","4,572",4572
"edinburg, virginia, united states","4,570",4570
"exeter, rhode island, united states","4,570",4570
"enon, ohio, united states","4,569",4569
"hillsboro, illinois, united states","4,569",4569
"new river, arizona, united states","4,568",4568
"coquille, oregon, united states","4,567",4567
"stewartville, minnesota, united states","4,567",4567
"wenzhou, zhejiang, china","4,566",4566
"dois vizinhos, parana, brazil","4,565",4565
"west greenwich, rhode island, united states","4,565",4565
"pawling, new york, united states","4,561",4561
